Subject,Stim,Condition,StimSoundIn1.Filename,SubTrialList.Cycle,SubTrialList.Sample,SubTrialList,phonetic_cons,semantic_trans,frequency,correctRT,accuracy,log_F.base10.,acc_rate,PhonN
22,氧,plsh,behavioral_naming-22-1Stim-199.wav,4,159,39,inconsistent,transparent,2301,536,0,3.361916619,0.06875,11
22,抵,phsh,behavioral_naming-22-1Stim-200.wav,4,160,40,consistent,transparent,38803,606,0,4.588865304,0.06875,11
23,順,plsh,behavioral_naming-23-1Stim-41.wav,1,1,1,inconsistent,transparent,8144,434,0,3.910837765,0.01875,5
23,裙,plsh,behavioral_naming-23-1Stim-42.wav,1,2,2,inconsistent,transparent,381,515,0,2.580924976,0.01875,4
23,劇,phsl,behavioral_naming-23-1Stim-43.wav,1,3,3,consistent,opaque,10471,505,0,4.01998816,0.01875,4
23,豎,plsl,behavioral_naming-23-1Stim-44.wav,1,4,4,inconsistent,opaque,1091,431,0,3.037824751,0.01875,7
23,註,phsh,behavioral_naming-23-1Stim-45.wav,1,5,5,consistent,transparent,680,514,0,2.832508913,0.01875,10
23,癱,phsl,behavioral_naming-23-1Stim-46.wav,1,6,6,consistent,opaque,204,541,0,2.309630167,0.01875,3
23,揪,plsh,behavioral_naming-23-1Stim-47.wav,1,7,7,inconsistent,transparent,192,659,0,2.283301229,0.01875,7
23,醃,phsl,behavioral_naming-23-1Stim-48.wav,1,8,8,consistent,opaque,210,613,0,2.322219295,0.01875,9
23,踢,plsh,behavioral_naming-23-1Stim-49.wav,1,9,9,inconsistent,transparent,8240,451,0,3.915927212,0.01875,6
23,戀,plsh,behavioral_naming-23-1Stim-50.wav,1,10,10,inconsistent,transparent,1813,465,0,3.258397804,0.01875,11
23,純,plsl,behavioral_naming-23-1Stim-51.wav,1,11,11,inconsistent,opaque,9545,448,0,3.979775933,0.01875,7
23,胖,plsh,behavioral_naming-23-1Stim-52.wav,1,12,12,inconsistent,transparent,2513,450,0,3.400192489,0.01875,8
23,餓,phsh,behavioral_naming-23-1Stim-53.wav,1,13,13,consistent,transparent,1342,585,0,3.127752516,0.01875,8
23,揖,plsh,behavioral_naming-23-1Stim-54.wav,1,14,14,inconsistent,transparent,14,790,0,1.146128036,0.01875,6
23,譏,phsl,behavioral_naming-23-1Stim-55.wav,1,15,15,consistent,opaque,229,614,0,2.359835482,0.01875,6
23,韁,phsh,behavioral_naming-23-1Stim-56.wav,1,16,16,consistent,transparent,31,696,0,1.491361694,0.01875,5
23,仰,plsh,behavioral_naming-23-1Stim-57.wav,1,17,17,inconsistent,transparent,1809,517,0,3.257438567,0.01875,4
23,賺,plsh,behavioral_naming-23-1Stim-58.wav,1,18,18,inconsistent,transparent,7415,498,0,3.870111155,0.01875,9
23,板,plsl,behavioral_naming-23-1Stim-59.wav,1,19,19,inconsistent,opaque,4495,524,0,3.652729696,0.01875,10
23,趁,plsh,behavioral_naming-23-1Stim-60.wav,1,20,20,inconsistent,transparent,10347,468,0,4.014814449,0.01875,7
23,襖,phsh,behavioral_naming-23-1Stim-61.wav,1,21,21,consistent,transparent,27,976,0,1.431363764,0.01875,5
23,禪,plsh,behavioral_naming-23-1Stim-62.wav,1,22,22,inconsistent,transparent,835,550,0,2.921686475,0.01875,9
23,槌,phsl,behavioral_naming-23-1Stim-63.wav,1,23,23,consistent,opaque,788,551,0,2.896526217,0.01875,3
23,剁,phsh,behavioral_naming-23-1Stim-64.wav,1,24,24,consistent,transparent,81,616,0,1.908485019,0.01875,3
23,埋,plsh,behavioral_naming-23-1Stim-65.wav,1,25,25,inconsistent,transparent,4182,588,0,3.621384028,0.01875,10
23,陷,plsl,behavioral_naming-23-1Stim-66.wav,1,26,26,inconsistent,opaque,3990,415,0,3.600972896,0.01875,7
23,倍,plsl,behavioral_naming-23-1Stim-67.wav,1,27,27,inconsistent,opaque,99099,547,0,4.996069272,0.01875,9
23,搓,phsh,behavioral_naming-23-1Stim-68.wav,1,28,28,consistent,transparent,765,524,0,2.883661435,0.01875,6
23,逞,phsl,behavioral_naming-23-1Stim-69.wav,1,29,29,consistent,opaque,438,606,0,2.641474111,0.01875,4
23,颳,plsh,behavioral_naming-23-1Stim-70.wav,1,30,30,inconsistent,transparent,335,574,0,2.525044807,0.01875,6
23,吵,plsh,behavioral_naming-23-1Stim-71.wav,1,31,31,inconsistent,transparent,1718,457,0,3.235023159,0.01875,10
23,櫻,phsl,behavioral_naming-23-1Stim-72.wav,1,32,32,consistent,opaque,251,664,0,2.399673721,0.01875,4
23,涸,plsl,behavioral_naming-23-1Stim-73.wav,1,33,33,inconsistent,opaque,15,750,0,1.176091259,0.01875,5
23,猛,phsl,behavioral_naming-23-1Stim-74.wav,1,34,34,consistent,opaque,14154,NaN,1,4.150879191,0.01875,4
23,淚,plsh,behavioral_naming-23-1Stim-75.wav,1,35,35,inconsistent,transparent,2682,490,0,3.428458774,0.01875,3
23,嵐,plsl,behavioral_naming-23-1Stim-76.wav,1,36,36,inconsistent,opaque,837,569,0,2.922725458,0.01875,5
23,隸,plsl,behavioral_naming-23-1Stim-77.wav,1,37,37,inconsistent,opaque,243,557,0,2.385606274,0.01875,3
23,鷹,phsh,behavioral_naming-23-1Stim-78.wav,1,38,38,consistent,transparent,2121,532,0,3.326540669,0.01875,3
23,烤,phsh,behavioral_naming-23-1Stim-79.wav,1,39,39,consistent,transparent,1961,556,0,3.292477594,0.01875,3
23,燭,plsh,behavioral_naming-23-1Stim-80.wav,1,40,40,inconsistent,transparent,152,605,0,2.181843588,0.01875,6
23,搖,phsh,behavioral_naming-23-1Stim-81.wav,2,41,1,consistent,transparent,1431,730,0,3.155639634,0.01875,5
23,赴,plsh,behavioral_naming-23-1Stim-82.wav,2,42,2,inconsistent,transparent,124761,478,0,5.096078847,0.01875,5
23,棍,plsl,behavioral_naming-23-1Stim-83.wav,2,43,3,inconsistent,opaque,628,529,0,2.797959644,0.01875,7
23,緝,plsl,behavioral_naming-23-1Stim-84.wav,2,44,4,inconsistent,opaque,368,862,0,2.565847819,0.01875,6
23,縐,plsl,behavioral_naming-23-1Stim-85.wav,2,45,5,inconsistent,opaque,19,NaN,1,1.278753601,0.01875,6
23,咳,plsl,behavioral_naming-23-1Stim-86.wav,2,46,6,inconsistent,opaque,471,919,0,2.673020907,0.01875,11
23,弒,phsl,behavioral_naming-23-1Stim-87.wav,2,47,7,consistent,opaque,18,679,0,1.255272505,0.01875,3
23,鎚,phsh,behavioral_naming-23-1Stim-88.wav,2,48,8,consistent,transparent,51,470,0,1.707570176,0.01875,3
23,柄,phsh,behavioral_naming-23-1Stim-89.wav,2,49,9,consistent,transparent,390,461,0,2.591064607,0.01875,3
23,蝸,plsl,behavioral_naming-23-1Stim-90.wav,2,50,10,inconsistent,opaque,12,1140,0,1.079181246,0.01875,11
23,脫,plsl,behavioral_naming-23-1Stim-91.wav,2,51,11,inconsistent,opaque,3579,565,0,3.553761698,0.01875,7
23,錳,phsh,behavioral_naming-23-1Stim-92.wav,2,52,12,consistent,transparent,718,561,0,2.856124444,0.01875,4
23,搜,plsh,behavioral_naming-23-1Stim-93.wav,2,53,13,inconsistent,transparent,1203,483,0,3.080265627,0.01875,8
23,概,plsl,behavioral_naming-23-1Stim-94.wav,2,54,14,inconsistent,opaque,1022,505,0,3.009450896,0.01875,4
23,鶴,plsh,behavioral_naming-23-1Stim-95.wav,2,55,15,inconsistent,transparent,650,589,0,2.812913357,0.01875,3
23,孕,plsl,behavioral_naming-23-1Stim-96.wav,2,56,16,inconsistent,opaque,465,493,0,2.667452953,0.01875,4
23,抵,phsh,behavioral_naming-23-1Stim-97.wav,2,57,17,consistent,transparent,38803,542,0,4.588865304,0.01875,11
23,檔,phsl,behavioral_naming-23-1Stim-98.wav,2,58,18,consistent,opaque,5505,550,0,3.740757323,0.01875,5
23,坑,plsh,behavioral_naming-23-1Stim-99.wav,2,59,19,inconsistent,transparent,2593,678,0,3.413802517,0.01875,8
23,喚,phsh,behavioral_naming-23-1Stim-100.wav,2,60,20,consistent,transparent,438,621,0,2.641474111,0.01875,5
23,拂,plsl,behavioral_naming-23-1Stim-101.wav,2,61,21,inconsistent,opaque,86,588,0,1.934498451,0.01875,7
23,衝,plsh,behavioral_naming-23-1Stim-102.wav,2,62,22,inconsistent,transparent,3949,552,0,3.596487134,0.01875,7
23,舵,plsl,behavioral_naming-23-1Stim-103.wav,2,63,23,inconsistent,opaque,279,829,0,2.445604203,0.01875,9
23,嘰,phsl,behavioral_naming-23-1Stim-104.wav,2,64,24,consistent,opaque,49,661,0,1.69019608,0.01875,6
23,蕾,phsl,behavioral_naming-23-1Stim-105.wav,2,65,25,consistent,opaque,315,1109,0,2.498310554,0.01875,3
23,損,plsl,behavioral_naming-23-1Stim-106.wav,2,66,26,inconsistent,opaque,1486,583,0,3.172018809,0.01875,6
23,鉅,phsl,behavioral_naming-23-1Stim-107.wav,2,67,27,consistent,opaque,2346,646,0,3.370328008,0.01875,8
23,綻,plsh,behavioral_naming-23-1Stim-108.wav,2,68,28,inconsistent,transparent,102,716,0,2.008600172,0.01875,5
23,糕,plsh,behavioral_naming-23-1Stim-109.wav,2,69,29,inconsistent,transparent,373,719,0,2.571708832,0.01875,3
23,稜,plsl,behavioral_naming-23-1Stim-110.wav,2,70,30,inconsistent,opaque,290,828,0,2.462397998,0.01875,5
23,獐,phsl,behavioral_naming-23-1Stim-111.wav,2,71,31,consistent,opaque,83,973,0,1.919078092,0.01875,10
23,裱,phsh,behavioral_naming-23-1Stim-112.wav,2,72,32,consistent,transparent,55,557,0,1.740362689,0.01875,4
23,誤,plsl,behavioral_naming-23-1Stim-113.wav,2,73,33,inconsistent,opaque,4650,524,0,3.667452953,0.01875,3
23,鯨,plsl,behavioral_naming-23-1Stim-114.wav,2,74,34,inconsistent,opaque,837,628,0,2.922725458,0.01875,6
23,馴,plsl,behavioral_naming-23-1Stim-115.wav,2,75,35,inconsistent,opaque,74,760,0,1.86923172,0.01875,5
23,氧,plsh,behavioral_naming-23-1Stim-116.wav,2,76,36,inconsistent,transparent,2301,580,0,3.361916619,0.01875,11
23,撲,phsh,behavioral_naming-23-1Stim-117.wav,2,77,37,consistent,transparent,3915,660,0,3.592731766,0.01875,6
23,蟻,phsl,behavioral_naming-23-1Stim-118.wav,2,78,38,consistent,opaque,292,549,0,2.465382851,0.01875,3
23,茗,phsl,behavioral_naming-23-1Stim-119.wav,2,79,39,consistent,opaque,20,563,0,1.301029996,0.01875,3
23,編,plsl,behavioral_naming-23-1Stim-120.wav,2,80,40,inconsistent,opaque,6831,501,0,3.834484285,0.01875,9
23,遺,plsl,behavioral_naming-23-1Stim-121.wav,3,81,1,inconsistent,opaque,1736,394,0,3.239549721,0.01875,5
23,舐,plsl,behavioral_naming-23-1Stim-122.wav,3,82,2,inconsistent,opaque,11,835,0,1.041392685,0.01875,5
23,批,phsl,behavioral_naming-23-1Stim-123.wav,3,83,3,consistent,opaque,239027,549,0,5.378446961,0.01875,10
23,腋,phsh,behavioral_naming-23-1Stim-124.wav,3,84,4,consistent,transparent,405,1089,0,2.607455023,0.01875,3
23,搏,plsl,behavioral_naming-23-1Stim-125.wav,3,85,5,inconsistent,opaque,1880,625,0,3.274157849,0.01875,6
23,鋰,phsl,behavioral_naming-23-1Stim-126.wav,3,86,6,consistent,opaque,1369,810,0,3.136403448,0.01875,10
23,釋,plsl,behavioral_naming-23-1Stim-127.wav,3,87,7,inconsistent,opaque,1684,508,0,3.226342087,0.01875,7
23,餅,plsl,behavioral_naming-23-1Stim-128.wav,3,88,8,inconsistent,opaque,3239,597,0,3.510410948,0.01875,9
23,矇,phsh,behavioral_naming-23-1Stim-129.wav,3,89,9,consistent,transparent,159,510,0,2.201397124,0.01875,4
23,遛,phsl,behavioral_naming-23-1Stim-130.wav,3,90,10,consistent,opaque,63,885,0,1.799340549,0.01875,5
23,詩,plsh,behavioral_naming-23-1Stim-131.wav,3,91,11,inconsistent,transparent,6937,603,0,3.841171694,0.01875,10
23,灌,plsh,behavioral_naming-23-1Stim-132.wav,3,92,12,inconsistent,transparent,1540,596,0,3.187520721,0.01875,8
23,拌,plsh,behavioral_naming-23-1Stim-133.wav,3,93,13,inconsistent,transparent,702,634,0,2.846337112,0.01875,8
23,紐,phsl,behavioral_naming-23-1Stim-134.wav,3,94,14,consistent,opaque,1644,554,0,3.215901813,0.01875,6
23,敏,plsh,behavioral_naming-23-1Stim-135.wav,3,95,15,inconsistent,transparent,1610,566,0,3.206825876,0.01875,10
23,館,phsl,behavioral_naming-23-1Stim-136.wav,3,96,16,consistent,opaque,7111,679,0,3.851930679,0.01875,8
23,磷,phsl,behavioral_naming-23-1Stim-137.wav,3,97,17,consistent,opaque,1988,617,0,3.29841638,0.01875,8
23,謝,phsl,behavioral_naming-23-1Stim-138.wav,3,98,18,consistent,opaque,8824,473,0,3.945665499,0.01875,3
23,鬆,phsl,behavioral_naming-23-1Stim-139.wav,3,99,19,consistent,opaque,3625,483,0,3.559308011,0.01875,4
23,寒,plsh,behavioral_naming-23-1Stim-140.wav,3,100,20,inconsistent,transparent,2037,500,0,3.308991029,0.01875,6
23,狐,plsh,behavioral_naming-23-1Stim-141.wav,3,101,21,inconsistent,transparent,578,690,0,2.761927838,0.01875,5
23,凜,phsh,behavioral_naming-23-1Stim-142.wav,3,102,22,consistent,transparent,41,759,0,1.612783857,0.01875,3
23,廟,plsh,behavioral_naming-23-1Stim-143.wav,3,103,23,inconsistent,transparent,3207,566,0,3.50609896,0.01875,3
23,醣,phsl,behavioral_naming-23-1Stim-144.wav,3,104,24,consistent,opaque,88,628,0,1.944482672,0.01875,4
23,絹,phsh,behavioral_naming-23-1Stim-145.wav,3,105,25,consistent,transparent,139,873,0,2.1430148,0.01875,6
23,輻,phsh,behavioral_naming-23-1Stim-146.wav,3,106,26,consistent,transparent,79,664,0,1.897627091,0.01875,9
23,偶,plsl,behavioral_naming-23-1Stim-147.wav,3,107,27,inconsistent,opaque,2552,551,0,3.40688067,0.01875,9
23,淘,phsl,behavioral_naming-23-1Stim-148.wav,3,108,28,consistent,opaque,200,575,0,2.301029996,0.01875,5
23,跨,phsl,behavioral_naming-23-1Stim-149.wav,3,109,29,consistent,opaque,21329,672,0,4.328970494,0.01875,5
23,喧,phsh,behavioral_naming-23-1Stim-150.wav,3,110,30,consistent,transparent,43,491,0,1.633468456,0.01875,5
23,諳,phsl,behavioral_naming-23-1Stim-151.wav,3,111,31,consistent,opaque,738,625,0,2.868056362,0.01875,7
23,楠,phsl,behavioral_naming-23-1Stim-152.wav,3,112,32,consistent,opaque,634,465,0,2.802089258,0.01875,3
23,野,plsl,behavioral_naming-23-1Stim-153.wav,3,113,33,inconsistent,opaque,3134,429,0,3.496098992,0.01875,9
23,倫,phsl,behavioral_naming-23-1Stim-154.wav,3,114,34,consistent,opaque,2581,472,0,3.411788005,0.01875,8
23,餵,phsh,behavioral_naming-23-1Stim-155.wav,3,115,35,consistent,transparent,1908,551,0,3.28057837,0.01875,5
23,缺,plsh,behavioral_naming-23-1Stim-156.wav,3,116,36,inconsistent,transparent,22209,519,0,4.346529004,0.01875,6
23,顱,phsl,behavioral_naming-23-1Stim-157.wav,3,117,37,consistent,opaque,760,731,0,2.880813592,0.01875,9
23,謂,phsh,behavioral_naming-23-1Stim-158.wav,3,118,38,consistent,transparent,967,651,0,2.985426474,0.01875,4
23,憶,phsl,behavioral_naming-23-1Stim-159.wav,3,119,39,consistent,opaque,850,538,0,2.929418926,0.01875,5
23,詐,plsl,behavioral_naming-23-1Stim-160.wav,3,120,40,inconsistent,opaque,448,619,0,2.651278014,0.01875,11
23,殲,plsh,behavioral_naming-23-1Stim-161.wav,4,121,1,inconsistent,transparent,249,749,0,2.396199347,0.01875,5
23,覓,plsh,behavioral_naming-23-1Stim-162.wav,4,122,2,inconsistent,transparent,2267,757,0,3.35545152,0.01875,9
23,灘,phsh,behavioral_naming-23-1Stim-163.wav,4,123,3,consistent,transparent,2952,705,0,3.470116353,0.01875,3
23,醒,phsh,behavioral_naming-23-1Stim-164.wav,4,124,4,consistent,transparent,1483,546,0,3.171141151,0.01875,4
23,饌,plsl,behavioral_naming-23-1Stim-165.wav,4,125,5,inconsistent,opaque,20,646,0,1.301029996,0.01875,3
23,棺,phsl,behavioral_naming-23-1Stim-166.wav,4,126,6,consistent,opaque,674,702,0,2.828659897,0.01875,8
23,誓,plsl,behavioral_naming-23-1Stim-167.wav,4,127,7,inconsistent,opaque,1049,587,0,3.020775488,0.01875,6
23,錦,plsl,behavioral_naming-23-1Stim-168.wav,4,128,8,inconsistent,opaque,1059,616,0,3.02489596,0.01875,4
23,桿,plsl,behavioral_naming-23-1Stim-169.wav,4,129,9,inconsistent,opaque,50450,NaN,1,4.702861171,0.01875,6
23,溜,phsh,behavioral_naming-23-1Stim-170.wav,4,130,10,consistent,transparent,776,509,0,2.889861721,0.01875,5
23,淹,phsh,behavioral_naming-23-1Stim-171.wav,4,131,11,consistent,transparent,3045,550,0,3.483587297,0.01875,9
23,慢,phsh,behavioral_naming-23-1Stim-172.wav,4,132,12,consistent,transparent,13189,484,0,4.120211868,0.01875,8
23,掠,plsl,behavioral_naming-23-1Stim-173.wav,4,133,13,inconsistent,opaque,302,593,0,2.480006943,0.01875,6
23,嫁,phsh,behavioral_naming-23-1Stim-174.wav,4,134,14,consistent,transparent,1726,614,0,3.237040791,0.01875,3
23,辭,plsh,behavioral_naming-23-1Stim-175.wav,4,135,15,inconsistent,transparent,4095,529,0,3.612253906,0.01875,5
23,摺,phsl,behavioral_naming-23-1Stim-176.wav,4,136,16,consistent,opaque,143,693,0,2.155336037,0.01875,3
23,攤,phsh,behavioral_naming-23-1Stim-177.wav,4,137,17,consistent,transparent,3478,487,0,3.541329578,0.01875,3
23,湖,phsh,behavioral_naming-23-1Stim-178.wav,4,138,18,consistent,transparent,7481,581,0,3.873959655,0.01875,8
23,腦,phsh,behavioral_naming-23-1Stim-179.wav,4,139,19,consistent,transparent,7703,583,0,3.886659898,0.01875,3
23,符,phsl,behavioral_naming-23-1Stim-180.wav,4,140,20,consistent,opaque,3583,601,0,3.554246808,0.01875,4
23,幅,phsh,behavioral_naming-23-1Stim-181.wav,4,141,21,consistent,transparent,25457,608,0,4.405807223,0.01875,9
23,煎,phsh,behavioral_naming-23-1Stim-182.wav,4,142,22,consistent,transparent,308,525,0,2.488550717,0.01875,4
23,酷,plsh,behavioral_naming-23-1Stim-183.wav,4,143,23,inconsistent,transparent,2400,626,0,3.380211242,0.01875,9
23,爺,phsh,behavioral_naming-23-1Stim-184.wav,4,144,24,consistent,transparent,97,592,0,1.986771734,0.01875,3
23,痣,phsh,behavioral_naming-23-1Stim-185.wav,4,145,25,consistent,transparent,184,708,0,2.264817823,0.01875,3
23,顫,plsh,behavioral_naming-23-1Stim-186.wav,4,146,26,inconsistent,transparent,118,667,0,2.071882007,0.01875,7
23,梗,plsl,behavioral_naming-23-1Stim-187.wav,4,147,27,inconsistent,opaque,103,559,0,2.012837225,0.01875,6
23,捷,phsl,behavioral_naming-23-1Stim-188.wav,4,148,28,consistent,opaque,5030,513,0,3.701567985,0.01875,3
23,熬,phsh,behavioral_naming-23-1Stim-189.wav,4,149,29,consistent,transparent,614,543,0,2.788168371,0.01875,10
23,噹,phsh,behavioral_naming-23-1Stim-190.wav,4,150,30,consistent,transparent,144,648,0,2.158362492,0.01875,5
23,殘,plsh,behavioral_naming-23-1Stim-191.wav,4,151,31,inconsistent,transparent,1398,586,0,3.145507171,0.01875,10
23,潭,phsh,behavioral_naming-23-1Stim-192.wav,4,152,32,consistent,transparent,532,562,0,2.725911632,0.01875,4
23,拒,phsl,behavioral_naming-23-1Stim-193.wav,4,153,33,consistent,opaque,11072,549,0,4.044226077,0.01875,8
23,誌,phsl,behavioral_naming-23-1Stim-194.wav,4,154,34,consistent,opaque,404,692,0,2.606381365,0.01875,3
23,鐳,phsl,behavioral_naming-23-1Stim-195.wav,4,155,35,consistent,opaque,147,817,0,2.167317335,0.01875,3
23,尊,plsh,behavioral_naming-23-1Stim-196.wav,4,156,36,inconsistent,transparent,5764,555,0,3.760723972,0.01875,5
23,晏,plsh,behavioral_naming-23-1Stim-197.wav,4,157,37,inconsistent,transparent,531,531,0,2.725094521,0.01875,8
23,淨,plsl,behavioral_naming-23-1Stim-198.wav,4,158,38,inconsistent,opaque,9021,560,0,3.955254683,0.01875,10
23,腐,phsl,behavioral_naming-23-1Stim-199.wav,4,159,39,consistent,opaque,168,449,0,2.225309282,0.01875,3
23,映,plsl,behavioral_naming-23-1Stim-200.wav,4,160,40,inconsistent,opaque,845,448,0,2.926856709,0.01875,8
24,拂,plsl,behavioral_naming-24-1Stim-41.wav,1,1,1,inconsistent,opaque,86,595,0,1.934498451,0.0375,7
24,搖,phsh,behavioral_naming-24-1Stim-42.wav,1,2,2,consistent,transparent,1431,613,0,3.155639634,0.0375,5
24,稜,plsl,behavioral_naming-24-1Stim-43.wav,1,3,3,inconsistent,opaque,290,NaN,1,2.462397998,0.0375,5
24,舵,plsl,behavioral_naming-24-1Stim-44.wav,1,4,4,inconsistent,opaque,279,626,0,2.445604203,0.0375,9
24,赴,plsh,behavioral_naming-24-1Stim-45.wav,1,5,5,inconsistent,transparent,124761,467,0,5.096078847,0.0375,5
24,綻,plsh,behavioral_naming-24-1Stim-46.wav,1,6,6,inconsistent,transparent,102,623,0,2.008600172,0.0375,5
24,錳,phsh,behavioral_naming-24-1Stim-47.wav,1,7,7,consistent,transparent,718,706,0,2.856124444,0.0375,4
24,抵,phsh,behavioral_naming-24-1Stim-48.wav,1,8,8,consistent,transparent,38803,626,0,4.588865304,0.0375,11
24,茗,phsl,behavioral_naming-24-1Stim-49.wav,1,9,9,consistent,opaque,20,550,0,1.301029996,0.0375,3
24,蕾,phsl,behavioral_naming-24-1Stim-50.wav,1,10,10,consistent,opaque,315,559,0,2.498310554,0.0375,3
24,鯨,plsl,behavioral_naming-24-1Stim-51.wav,1,11,11,inconsistent,opaque,837,480,0,2.922725458,0.0375,6
24,裱,phsh,behavioral_naming-24-1Stim-52.wav,1,12,12,consistent,transparent,55,787,0,1.740362689,0.0375,4
24,衝,plsh,behavioral_naming-24-1Stim-53.wav,1,13,13,inconsistent,transparent,3949,477,0,3.596487134,0.0375,7
24,嘰,phsl,behavioral_naming-24-1Stim-54.wav,1,14,14,consistent,opaque,49,589,0,1.69019608,0.0375,6
24,鎚,phsh,behavioral_naming-24-1Stim-55.wav,1,15,15,consistent,transparent,51,538,0,1.707570176,0.0375,3
24,獐,phsl,behavioral_naming-24-1Stim-56.wav,1,16,16,consistent,opaque,83,667,0,1.919078092,0.0375,10
24,縐,plsl,behavioral_naming-24-1Stim-57.wav,1,17,17,inconsistent,opaque,19,NaN,1,1.278753601,0.0375,6
24,馴,plsl,behavioral_naming-24-1Stim-58.wav,1,18,18,inconsistent,opaque,74,547,0,1.86923172,0.0375,5
24,檔,phsl,behavioral_naming-24-1Stim-59.wav,1,19,19,consistent,opaque,5505,759,0,3.740757323,0.0375,5
24,蟻,phsl,behavioral_naming-24-1Stim-60.wav,1,20,20,consistent,opaque,292,648,0,2.465382851,0.0375,3
24,糕,plsh,behavioral_naming-24-1Stim-61.wav,1,21,21,inconsistent,transparent,373,607,0,2.571708832,0.0375,3
24,棍,plsl,behavioral_naming-24-1Stim-62.wav,1,22,22,inconsistent,opaque,628,636,0,2.797959644,0.0375,7
24,損,plsl,behavioral_naming-24-1Stim-63.wav,1,23,23,inconsistent,opaque,1486,525,0,3.172018809,0.0375,6
24,編,plsl,behavioral_naming-24-1Stim-64.wav,1,24,24,inconsistent,opaque,6831,526,0,3.834484285,0.0375,9
24,鉅,phsl,behavioral_naming-24-1Stim-65.wav,1,25,25,consistent,opaque,2346,574,0,3.370328008,0.0375,8
24,緝,plsl,behavioral_naming-24-1Stim-66.wav,1,26,26,inconsistent,opaque,368,880,0,2.565847819,0.0375,6
24,誤,plsl,behavioral_naming-24-1Stim-67.wav,1,27,27,inconsistent,opaque,4650,637,0,3.667452953,0.0375,3
24,柄,phsh,behavioral_naming-24-1Stim-68.wav,1,28,28,consistent,transparent,390,637,0,2.591064607,0.0375,3
24,坑,plsh,behavioral_naming-24-1Stim-69.wav,1,29,29,inconsistent,transparent,2593,598,0,3.413802517,0.0375,8
24,孕,plsl,behavioral_naming-24-1Stim-70.wav,1,30,30,inconsistent,opaque,465,620,0,2.667452953,0.0375,4
24,咳,plsl,behavioral_naming-24-1Stim-71.wav,1,31,31,inconsistent,opaque,471,NaN,1,2.673020907,0.0375,11
24,搜,plsh,behavioral_naming-24-1Stim-72.wav,1,32,32,inconsistent,transparent,1203,475,0,3.080265627,0.0375,8
24,氧,plsh,behavioral_naming-24-1Stim-73.wav,1,33,33,inconsistent,transparent,2301,591,0,3.361916619,0.0375,11
24,脫,plsl,behavioral_naming-24-1Stim-74.wav,1,34,34,inconsistent,opaque,3579,497,0,3.553761698,0.0375,7
24,喚,phsh,behavioral_naming-24-1Stim-75.wav,1,35,35,consistent,transparent,438,567,0,2.641474111,0.0375,5
24,撲,phsh,behavioral_naming-24-1Stim-76.wav,1,36,36,consistent,transparent,3915,516,0,3.592731766,0.0375,6
24,弒,phsl,behavioral_naming-24-1Stim-77.wav,1,37,37,consistent,opaque,18,555,0,1.255272505,0.0375,3
24,概,plsl,behavioral_naming-24-1Stim-78.wav,1,38,38,inconsistent,opaque,1022,540,0,3.009450896,0.0375,4
24,鶴,plsh,behavioral_naming-24-1Stim-79.wav,1,39,39,inconsistent,transparent,650,536,0,2.812913357,0.0375,3
24,蝸,plsl,behavioral_naming-24-1Stim-80.wav,1,40,40,inconsistent,opaque,12,561,0,1.079181246,0.0375,11
24,誓,plsl,behavioral_naming-24-1Stim-81.wav,2,41,1,inconsistent,opaque,1049,466,0,3.020775488,0.0375,6
24,潭,phsh,behavioral_naming-24-1Stim-82.wav,2,42,2,consistent,transparent,532,559,0,2.725911632,0.0375,4
24,殘,plsh,behavioral_naming-24-1Stim-83.wav,2,43,3,inconsistent,transparent,1398,542,0,3.145507171,0.0375,10
24,慢,phsh,behavioral_naming-24-1Stim-84.wav,2,44,4,consistent,transparent,13189,412,0,4.120211868,0.0375,8
24,灘,phsh,behavioral_naming-24-1Stim-85.wav,2,45,5,consistent,transparent,2952,580,0,3.470116353,0.0375,3
24,淨,plsl,behavioral_naming-24-1Stim-86.wav,2,46,6,inconsistent,opaque,9021,496,0,3.955254683,0.0375,10
24,腦,phsh,behavioral_naming-24-1Stim-87.wav,2,47,7,consistent,transparent,7703,456,0,3.886659898,0.0375,3
24,鐳,phsl,behavioral_naming-24-1Stim-88.wav,2,48,8,consistent,opaque,147,604,0,2.167317335,0.0375,3
24,尊,plsh,behavioral_naming-24-1Stim-89.wav,2,49,9,inconsistent,transparent,5764,654,0,3.760723972,0.0375,5
24,符,phsl,behavioral_naming-24-1Stim-90.wav,2,50,10,consistent,opaque,3583,402,0,3.554246808,0.0375,4
24,幅,phsh,behavioral_naming-24-1Stim-91.wav,2,51,11,consistent,transparent,25457,532,0,4.405807223,0.0375,9
24,錦,plsl,behavioral_naming-24-1Stim-92.wav,2,52,12,inconsistent,opaque,1059,715,0,3.02489596,0.0375,4
24,晏,plsh,behavioral_naming-24-1Stim-93.wav,2,53,13,inconsistent,transparent,531,735,0,2.725094521,0.0375,8
24,爺,phsh,behavioral_naming-24-1Stim-94.wav,2,54,14,consistent,transparent,97,448,0,1.986771734,0.0375,3
24,映,plsl,behavioral_naming-24-1Stim-95.wav,2,55,15,inconsistent,opaque,845,581,0,2.926856709,0.0375,8
24,棺,phsl,behavioral_naming-24-1Stim-96.wav,2,56,16,consistent,opaque,674,533,0,2.828659897,0.0375,8
