character	SemRadical_Id_Cld	sem_trans	semN
鑒	96	0.052109744	79
釀	91	0.060139215	20
磁	58	0.045693335	38
嫂	13	0.050174147	59
苔	191	0.054002953	88
犢	138	0.045712569	13
鯨	111	0.047213442	13
爿	46	0.080626272	2
赦	85	0.017809416	3
吠	9	0.051989537	224
嬰	13	0.049565932	59
妄	13	0.053122756	59
蕩	191	0.047089829	88
醇	91	0.083810161	20
昂	31	0.062676102	44
蟻	75	0.044320059	38
蔭	191	0.070045598	88
膠	122	0.052697759	75
鋰	96	0.050473163	79
嘩	9	0.057096739	224
晾	31	0.045929087	44
脾	122	0.062761796	75
賄	84	0.04398437	45
呸	9	0.063303097	224
扼	127	0.046357331	221
敘	144	0.044152964	26
靶	100	0.056264365	10
捷	127	0.046381343	221
渾	125	0.049474703	171
竭	60	0.062008462	8
沁	125	0.052759822	171
摺	127	0.048706197	221
揩	127	0.0584298	221
跛	135	0.081539729	43
蕊	191	0.051247142	88
斃	144	0.054651234	26
逸	126	0.055427661	70
綱	128	0.046670175	91
紀	128	0.054015759	91
裱	140	0.055011093	33
珍	43	0.04984587	18
黔	117	0.035271759	7
汞	125	0.043431933	171
痕	141	0.049412452	31
捱	127	0.044310529	221
拙	127	0.047078655	221
桀	33	0.053457436	136
霉	197	0.055112722	18
仞	124	0.058369649	134
浙	125	0.050008862	171
卿	134	0.036973794	9
喧	9	0.058665961	224
碩	58	0.041022367	38
偎	124	0.052636058	134
郎	129	0.054946546	46
襟	140	0.054587167	33
耽	67	0.05187114	16
紓	128	0.049205147	91
噪	9	0.047302441	224
枳	33	0.047643752	136
榻	33	0.056800438	136
磕	58	0.045261722	38
遼	126	0.0444533	70
幣	20	0.053730347	21
紡	128	0.046411216	91
羌	63	0.054480598	9
秉	59	0.036438945	32
佐	124	0.044436159	134
繃	128	0.054840959	91
牡	138	0.077464782	13
蹭	135	0.042350342	43
僱	124	0.047743379	134
淵	125	0.04416975	171
惱	133	0.046544038	109
螯	75	0.054975577	38
茵	191	0.048436491	88
兆	153	0.042958474	14
倡	124	0.043256329	134
鑑	96	0.051816526	79
囑	9	0.044805639	224
銬	96	0.050048524	79
泣	125	0.051789605	171
掠	127	0.049829807	221
傲	124	0.047019248	134
馱	108	0.055683088	25
衫	140	0.068846869	33
津	125	0.047453597	171
吱	9	0.053712194	224
弔	23	0.045509244	16
陋	129	0.054690611	46
辛	89	0.055349832	8
鸝	112	0.064999639	22
噎	9	0.060142844	224
纖	128	0.04951242	91
杉	33	0.050611222	136
迂	126	0.052352107	70
蓆	191	0.053515097	88
炙	39	0.053591229	64
括	127	0.049261771	221
捎	127	0.0415352	221
簇	185	0.055874474	54
騾	108	0.052372766	25
坦	10	0.052053434	67
啞	9	0.04591741	224
泓	125	0.050351731	171
嗡	9	0.056242738	224
粟	61	0.065500197	18
帖	20	0.040027078	21
屑	17	0.045834655	23
匈	158	0.026827842	6
勺	158	0.03845715	6
盃	182	0.058156267	15
銳	96	0.050967805	79
硯	58	0.041045853	38
寮	162	0.055974709	42
檻	33	0.049423418	136
屌	17	0.060884571	23
晶	31	0.048699429	44
綑	128	0.050084839	91
榮	33	0.046283425	136
贊	84	0.041345942	45
飢	105	0.057661826	24
砷	58	0.05713954	38
擰	127	0.069488764	221
矢	57	0.034691477	6
躁	135	0.048542596	43
嘯	9	0.058784626	224
顛	103	0.059290116	32
銘	96	0.043224047	79
褲	140	0.053533459	33
萌	191	0.056932381	88
噓	9	0.060333328	224
獐	139	0.052222546	26
擎	127	0.053942307	221
舵	72	0.051599643	10
剃	131	0.046804643	45
朋	32	0.033855919	9
魯	111	0.036605287	13
畦	51	0.05099224	21
艇	72	0.07542374	10
跺	135	0.08517025	43
妞	13	0.044929637	59
陝	129	0.046811296	46
婿	13	0.054807344	59
滲	125	0.05869159	171
遽	126	0.05444433	70
匾	159	0.045109954	9
綢	128	0.055218279	91
李	33	0.052043248	136
肌	122	0.053511186	75
諷	80	0.055486966	80
仄	124	0.046025669	134
熙	39	0.051545199	64
描	127	0.047525093	221
貝	84	0.057372066	45
褐	140	0.067082147	33
憨	133	0.053182164	109
擒	127	0.057425299	221
啣	9	0.056016338	224
塘	10	0.047835136	67
誣	80	0.048519295	80
脂	122	0.053110763	75
澇	125	0.044889688	171
饞	105	0.063123722	24
濱	125	0.051924228	171
歉	34	0.049179143	13
筷	185	0.04539125	54
吁	9	0.058652419	224
慨	133	0.048547069	109
閣	196	0.062384877	23
氏	171	0.097131858	2
翠	64	0.039413801	10
擤	127	0.050166621	221
焰	39	0.045866345	64
痠	141	0.05862233	31
捻	127	0.060437067	221
槽	33	0.046230418	136
腺	122	0.043792559	75
羨	63	0.03648263	9
鱉	111	0.04027941	13
剖	131	0.050951463	45
纔	128	0.051021707	91
貞	84	0.053736639	45
槳	33	0.057504192	136
勒	3	0.050165208	20
琢	43	0.061107217	18
彌	23	0.054241995	16
挎	127	0.058814084	221
邇	126	0.050289052	70
妥	13	0.057736077	59
簷	185	0.05312673	54
牝	138	0.098247437	13
凌	143	0.038144221	9
蕈	191	0.053822268	88
祛	136	0.047566705	21
睨	55	0.080833028	41
蛆	75	0.048016061	38
歿	36	0.053116278	10
棧	33	0.042522167	136
鰭	111	0.043524267	13
檯	33	0.049490401	136
顎	103	0.062192268	32
鶇	112	0.070866055	22
癱	141	0.046124267	31
淮	125	0.05140281	171
瑩	43	0.05174582	18
瘸	141	0.05751434	31
喙	9	0.05086687	224
噘	9	0.051464333	224
鴝	112	0.08148918	22
鼬	118	0.011732103	2
弗	23	0.049324931	16
爺	173	0.088306236	4
杳	33	0.052814913	136
漾	125	0.050841382	171
渣	125	0.051327221	171
醮	91	0.042053187	20
罔	186	0.061684526	13
唬	9	0.052451812	224
睛	55	0.065077317	41
雉	97	0.063292706	18
嚕	9	0.046678342	224
諭	80	0.040865276	80
靴	100	0.029014265	10
募	3	0.038128382	20
炎	39	0.043085771	64
典	155	0.045241165	11
臊	122	0.056584221	75
瞬	55	0.045746878	41
瘀	141	0.048999339	31
媚	13	0.048324293	59
嗲	9	0.057495362	224
攢	127	0.050369179	221
馴	108	0.044867518	25
祿	136	0.065873743	21
塚	10	0.042297802	67
剔	131	0.050179263	45
啐	9	0.047431224	224
肋	122	0.064331504	75
舷	72	0.083529105	10
嗓	9	0.048316707	224
侍	124	0.049647046	134
姦	13	0.057732522	59
孽	14	0.055510465	12
蟳	75	0.062161838	38
閂	196	0.058529152	23
寇	162	0.051948848	42
燦	39	0.055447325	64
零	197	0.034696982	18
燭	39	0.057380856	64
瞭	55	0.061695116	41
弘	23	0.052035911	16
障	129	0.046862445	46
靛	98	0.068334179	4
旬	31	0.051289091	44
巡	218	1	1
采	92	0.01687052	3
釵	96	0.050035034	79
摧	127	0.074811907	221
勉	3	0.051259579	20
爻	174	0.028018709	3
拗	127	0.05146464	221
鞣	100	0.053488157	10
熨	39	0.04890372	64
屜	17	0.046581303	23
噫	9	0.057567676	224
馭	108	0.044681868	25
龕	214	0.020561698	2
滇	125	0.050248932	171
樟	33	0.048333617	136
祠	136	0.051290562	21
漳	125	0.047309898	171
憎	133	0.046323096	109
搧	127	0.058435675	221
弒	22	0.048278234	3
剷	131	0.047174685	45
緝	128	0.049656611	91
勻	158	0.03494264	6
籲	185	0.039814335	54
糕	61	0.067050379	18
蛀	75	0.048127667	38
遏	126	0.047723525	70
讖	80	0.046325969	80
籮	185	0.057778675	54
璧	43	0.06102568	18
摹	127	0.046673891	221
亨	152	0.054945137	8
窟	184	0.066270504	17
妒	13	0.045456704	59
秧	59	0.04488809	32
噁	9	0.060098856	224
巾	20	0.043013672	21
迴	126	0.059319846	70
坎	10	0.047657923	67
盹	55	0.040813547	41
杜	33	0.050759837	136
狸	139	0.051346162	26
惰	133	0.076463326	109
瓠	48	0.038721784	4
拘	127	0.052402323	221
糠	61	0.070712299	18
葡	191	0.055398093	88
剮	131	0.062710422	45
溺	125	0.049260309	171
掐	127	0.062076231	221
厥	8	0.05284025	7
熏	39	0.058385806	64
鵲	112	0.057166219	22
褂	140	0.048942893	33
螫	75	0.053742197	38
膳	122	0.055156665	75
飆	104	0.037634187	6
哮	9	0.050224882	224
妖	13	0.055904656	59
鬃	202	0.049458848	9
稽	59	0.056672557	32
姨	13	0.053697476	59
桔	33	0.047562195	136
脅	122	0.052769885	75
苟	191	0.043674073	88
咯	9	0.045712518	224
膏	122	0.049861782	75
蕃	191	0.049288526	88
徙	24	0.035933654	21
鰓	111	0.061649249	13
妓	13	0.04967662	59
拱	127	0.055130023	221
晉	31	0.057805855	44
橘	33	0.050453225	136
咽	9	0.057894151	224
濘	125	0.056930875	171
盟	182	0.039027373	15
鳶	112	0.064805126	22
儆	124	0.041268045	134
診	80	0.049064122	80
凳	219	0.06695042	2
叱	9	0.049448826	224
侶	124	0.048760543	134
閹	196	0.044294672	23
諧	80	0.050645009	80
唏	9	0.063498174	224
漬	125	0.056259383	171
羶	63	0.057592161	9
模	33	0.050885339	136
廂	132	0.044592071	24
媒	13	0.049909963	59
培	10	0.050842364	67
鋤	96	0.052794204	79
攫	127	0.050454184	221
唄	9	0.046412051	224
踼	135	0.055922542	43
筊	185	0.057851422	54
琉	43	0.061032501	18
籬	185	0.04702114	54
刁	131	0.042232777	45
翁	64	0.031677509	10
妺	13	0.041352531	59
圳	10	0.050376567	67
鈞	96	0.048568611	79
邸	129	0.058267523	46
郭	129	0.056900679	46
畈	51	0.03478835	21
芒	191	0.049055671	88
荑	191	0.052578542	88
濡	125	0.054380095	171
唆	9	0.054472273	224
耙	66	0.261703887	4
靡	198	0.056963134	3
鯛	111	0.034687449	13
敏	144	0.07739805	26
嗄	9	0.052882734	224
瀝	125	0.050665307	171
孕	14	0.036373473	12
忖	133	0.045594223	109
矽	58	0.050097062	38
頹	103	0.047823806	32
箸	185	0.045579223	54
銫	96	0.046128443	79
悼	133	0.051155043	109
郊	129	0.042452336	46
闥	196	0.049553724	23
耀	64	0.046375436	10
釦	96	0.053136795	79
菇	191	0.053402787	88
鈔	96	0.058948897	79
隼	97	0.045677586	18
炫	39	0.048210486	64
鯊	111	0.038466552	13
纜	128	0.053303968	91
匝	159	0.047201918	9
駭	108	0.045547717	25
巫	19	0.058107186	6
燴	39	0.046997584	64
覃	195	0.052966003	4
悌	133	0.045449876	109
鴉	112	0.060641774	22
輿	88	0.054306524	27
攥	127	0.059074654	221
捋	127	0.059270138	221
爰	40	0.045977125	5
偈	124	0.046448687	134
諺	80	0.056195948	80
歹	36	0.067312921	10
鵬	112	0.061186711	22
析	33	0.041321326	136
踝	135	0.045627822	43
怯	133	0.041406545	109
潰	125	0.045525539	171
庸	132	0.047091303	24
絡	128	0.049218852	91
森	33	0.049262317	136
褒	140	0.04316096	33
豪	122	0.046103653	75
弛	23	0.046872475	16
哺	9	0.061026594	224
氟	172	0.189767041	7
蹩	135	0.043120889	43
爾	174	0.03032948	3
沂	125	0.051471365	171
遐	126	0.054619628	70
貿	84	0.046328132	45
驛	108	0.039291289	25
剜	131	0.047586708	45
茢	191	0.048341876	88
拽	127	0.053993478	221
伍	124	0.053031721	134
峻	18	0.055343053	17
尼	17	0.035883087	23
蒂	191	0.048567661	88
梁	33	0.048833752	136
婢	13	0.062879021	59
踮	135	0.067845125	43
緡	128	0.045874451	91
童	60	0.069933778	8
罟	186	0.063310317	13
舐	216	0.052766756	5
誡	80	0.043580652	80
茫	191	0.051022586	88
杭	33	0.04897223	136
掄	127	0.04790811	221
韌	101	0.046126363	2
繹	128	0.050099375	91
揠	127	0.049619233	221
鷲	112	0.051861754	22
輻	88	0.054280866	27
眊	55	0.059881361	41
慍	133	0.060636271	109
耨	66	0.256280892	4
奮	161	0.046982154	18
礙	58	0.050835998	38
嚎	9	0.053191738	224
棲	33	0.056933733	136
迅	126	0.049840929	70
頡	103	0.078299642	32
疚	141	0.044238988	31
央	161	0.051553457	18
巖	18	0.079537919	17
嘲	9	0.050661549	224
葦	191	0.061225837	88
氨	172	0.116428876	7
釐	93	0.042458025	4
綰	128	0.048233649	91
垢	10	0.05154581	67
宋	162	0.047719183	42
扉	26	0.078544537	6
庵	132	0.057374062	24
櫓	33	0.047335338	136
穢	59	0.047341521	32
摑	127	0.050488164	221
曳	168	0.048237104	9
茗	191	0.05047869	88
賃	84	0.049032341	45
鏽	96	0.04917669	79
倩	124	0.051872267	134
椽	33	0.049182694	136
簪	185	0.052813241	54
礫	58	0.0576542	38
凜	143	0.082835375	9
譬	80	0.056589002	80
苛	191	0.043009875	88
撣	127	0.056706457	221
鍬	96	0.058181772	79
馮	108	0.054619917	25
曠	31	0.046276389	44
癖	141	0.055575824	31
第	185	0.050439963	54
蠍	75	0.059988547	38
燜	39	0.057439311	64
斐	167	0.055943962	3
藐	191	0.045019553	88
娃	13	0.060986777	59
蠆	75	0.048272415	38
髻	202	0.047617045	9
掖	127	0.053664983	221
姪	13	0.040688558	59
蕭	191	0.050659592	88
襖	140	0.056947427	33
耆	187	0.093283274	4
艱	73	0.030880168	2
箏	185	0.047666265	54
吮	9	0.0516786	224
喳	9	0.05886682	224
峭	18	0.052932282	17
霹	197	0.039486555	18
烽	39	0.046653406	64
瑕	43	0.059599364	18
鸞	112	0.046207661	22
稟	59	0.049619356	32
遛	126	0.042150261	70
囤	9	0.053753814	224
訟	80	0.044398583	80
贛	84	0.049027222	45
墾	10	0.049435815	67
佇	124	0.046489654	134
蕉	191	0.045488415	88
鍾	96	0.047618732	79
頏	103	0.086289632	32
倆	124	0.049842978	134
倣	124	0.04723674	134
搽	127	0.053926331	221
梗	33	0.050688804	136
鵰	112	0.054226844	22
柿	33	0.044676025	136
俸	124	0.044037576	134
柑	33	0.049609962	136
錳	96	0.05723125	79
辟	89	0.051209655	8
裁	140	0.059037651	33
屠	17	0.058695177	23
趾	135	0.05267423	43
絆	128	0.053512457	91
脖	122	0.05895304	75
慚	133	0.056483701	109
肅	68	0.012317564	3
緞	128	0.045368611	91
軒	88	0.043891821	27
嬉	13	0.053337233	59
渺	125	0.051069757	171
唎	9	0.046646318	224
綿	128	0.047666816	91
殉	36	0.080921649	10
薊	191	0.057891665	88
鎂	96	0.066937597	79
摶	127	0.04206005	221
勘	3	0.029977367	20
莢	191	0.044703566	88
斟	28	0.036200442	4
餉	105	0.041098664	24
錘	96	0.053403558	79
禽	183	1	1
呶	9	0.051444147	224
榖	45	0.05386175	8
裔	140	0.050241153	33
瀑	125	0.054248234	171
氯	172	0.17317508	7
沐	125	0.046472274	171
癬	141	0.044284833	31
膺	122	0.041258989	75
曆	31	0.04335096	44
械	33	0.048001431	136
績	128	0.042844768	91
孩	14	0.038029399	12
冽	143	0.085260545	9
麈	206	0.090347152	4
煨	39	0.063569021	64
努	3	0.044607033	20
鬱	204	1	1
恍	133	0.051129552	109
戧	25	0.061412869	12
豺	94	0.072070984	5
篩	185	0.053982218	54
侄	124	0.052052569	134
簞	185	0.053055199	54
儂	124	0.054964565	134
搆	127	0.059886091	221
攙	127	0.06705767	221
藪	191	0.048101594	88
鬻	205	1	1
桴	33	0.045816094	136
鬍	202	0.047181634	9
聆	67	0.060211545	16
淘	125	0.051199843	171
犛	138	0.043550767	13
賀	84	0.043787586	45
痘	141	0.051906724	31
莠	191	0.056228412	88
薦	191	0.050822499	88
綏	128	0.053980745	91
輝	88	0.055662945	27
踰	135	0.047832891	43
辮	89	0.059300982	8
揖	127	0.058966848	221
猿	139	0.072430548	26
璽	43	0.061013253	18
毐	169	0.02139629	5
藻	191	0.047705652	88
褥	140	0.045888102	33
掂	127	0.064951865	221
卯	134	0.051569139	9
胰	122	0.048932899	75
伯	124	0.053284053	134
錦	96	0.041602771	79
饌	105	0.050377182	24
閘	196	0.036484697	23
賒	84	0.047033164	45
涸	125	0.051416822	171
膿	122	0.058191771	75
韁	100	0.071765794	10
侈	124	0.057194913	134
壑	10	0.041622042	67
赫	85	0.037318035	3
炕	39	0.048332288	64
輾	88	0.043040757	27
癟	141	0.050617174	31
丸	147	0.041468633	4
禾	59	0.056163126	32
颱	104	0.025262095	6
侯	124	0.05972171	134
肇	68	0.025567515	3
鶵	112	0.044836731	22
況	125	0.048914688	171
銖	96	0.046317681	79
囂	9	0.047442195	224
黛	117	0.043052907	7
萍	191	0.045188537	88
謠	80	0.047976799	80
杓	33	0.050975017	136
晦	31	0.061240189	44
寢	162	0.059290967	42
慰	133	0.050532742	109
佯	124	0.046813573	134
獃	139	0.038153404	26
哽	9	0.052771421	224
怠	133	0.047379511	109
鏘	96	0.048236088	79
鱷	111	0.040330175	13
眺	55	0.04981313	41
麴	115	0.010072895	3
敦	144	0.051776684	26
慷	133	0.051968437	109
皂	53	0.055549312	7
穫	59	0.051087659	32
鏢	96	0.040133286	79
弩	23	0.034213329	16
緒	128	0.047455025	91
鐐	96	0.047631872	79
鬣	202	0.067174643	9
悠	133	0.053539186	109
歧	35	0.041021926	10
羅	186	0.044779456	13
肱	122	0.04793801	75
袪	140	0.048588855	33
吭	9	0.04971121	224
騁	108	0.040881987	25
鍊	96	0.047699725	79
轡	88	0.03797909	27
恙	133	0.047007842	109
綹	128	0.05322431	91
闕	196	0.047112351	23
窖	184	0.051617097	17
匠	159	0.044148371	9
撬	127	0.055797332	221
槐	33	0.053081232	136
疆	51	0.041301411	21
瞻	55	0.047073329	41
皴	54	0.052870274	3
覷	78	0.045725875	9
崁	18	0.039108516	17
觥	79	0.013779217	4
輟	88	0.047606745	27
擂	127	0.043702112	221
攆	127	0.045114049	221
囿	9	0.050027932	224
栓	33	0.041118811	136
鬈	202	0.063402678	9
晏	31	0.054994415	44
掮	127	0.045547759	221
蹙	135	0.042574527	43
霑	197	0.041285467	18
錨	96	0.049414822	79
怡	133	0.047154423	109
螢	75	0.040425789	38
圭	10	0.047374151	67
羈	186	0.04898563	13
哂	9	0.045935207	224
衡	194	0.015548339	6
嗝	9	0.049851251	224
餒	105	0.055178593	24
臘	122	0.055432305	75
瘠	141	0.04972208	31
豫	122	0.045335667	75
魏	110	0.084247976	5
繚	128	0.057006645	91
榆	33	0.056443091	136
柚	33	0.049923762	136
絨	128	0.051420951	91
朗	32	0.047001851	9
撂	127	0.065278807	221
董	191	0.045716943	88
宇	162	0.047418781	42
詔	80	0.053173162	80
濤	125	0.046819703	171
蕾	191	0.049620775	88
昧	31	0.055024616	44
縐	128	0.04699017	91
湘	125	0.049346519	171
眛	55	0.062922428	41
翩	64	0.039443424	10
漱	125	0.049750874	171
殫	36	0.051646629	10
蕨	191	0.053231231	88
柩	33	0.046245758	136
跋	135	0.037453002	43
櫥	33	0.04496803	136
垛	10	0.04614561	67
殲	36	0.071727397	10
眸	55	0.041345206	41
嵐	18	0.0502538	17
渝	125	0.051941959	171
冕	156	0.03581886	4
蹼	135	0.043801553	43
麋	206	0.110447497	4
秘	59	0.066065069	32
屙	17	0.055906293	23
悖	133	0.04855521	109
唐	9	0.046705185	224
嗽	9	0.046315824	224
禱	136	0.046649194	21
蒔	191	0.046408353	88
姝	13	0.052521518	59
萃	191	0.049346246	88
乙	149	0.049582075	7
誅	80	0.057707304	80
鉗	96	0.039616139	79
敞	144	0.041235222	26
撼	127	0.041502062	221
魄	110	0.048338565	5
拓	127	0.0443393	221
慕	133	0.048834333	109
佃	124	0.046640037	134
卓	5	0.042400864	11
踅	135	0.055744566	43
僕	124	0.047449873	134
蛻	75	0.05144103	38
胺	122	0.051326331	75
甍	49	0.031590815	5
濛	125	0.053011459	171
蛤	75	0.057057985	38
嚙	9	0.052235983	224
佑	124	0.043948091	134
凱	219	0.06695042	2
蟑	75	0.058664988	38
踞	135	0.071508522	43
陌	129	0.052928668	46
緯	128	0.052057306	91
摜	127	0.046735133	221
什	124	0.049522734	134
桅	33	0.047057127	136
晤	31	0.054687725	44
縈	128	0.041597051	91
娼	13	0.043104561	59
憫	133	0.06070358	109
炷	39	0.052653591	64
垣	10	0.055072415	67
綻	128	0.060048097	91
榫	33	0.04327442	136
塢	10	0.044863345	67
聳	67	0.064427353	16
豕	122	0.046377886	75
苯	191	0.050915657	88
抿	127	0.05945511	221
爵	40	0.078985751	5
稼	59	0.04860715	32
吏	9	0.046530882	224
頷	103	0.054264608	32
鷺	112	0.061935695	22
弋	22	0.042723142	3
春	31	0.048206663	44
蝸	75	0.044776639	38
汲	125	0.067193663	171
咎	9	0.047636155	224
厘	8	0.031518494	7
汙	125	0.054769603	171
丑	145	0.048530602	12
怍	133	0.061489929	109
賑	84	0.058225682	45
搾	127	0.04586275	221
皖	53	0.057135851	7
楠	33	0.045319759	136
墬	10	0.0435197	67
摒	127	0.055044436	221
徽	24	0.041094802	21
捅	127	0.049904712	221
懇	133	0.042614684	109
摩	127	0.043917113	221
娜	13	0.047769973	59
炬	39	0.056388639	64
昌	31	0.049706669	44
餚	105	0.050720217	24
滋	125	0.04708126	171
療	141	0.038997263	31
乞	149	0.059365503	7
肆	68	0.023741725	3
閥	196	0.051287162	23
悍	133	0.043399455	109
喟	9	0.049817788	224
沏	125	0.047276755	171
朽	33	0.048552352	136
櫸	33	0.054830683	136
廁	132	0.04949761	24
貽	84	0.046196745	45
鐳	96	0.045839663	79
脛	122	0.045236726	75
矜	56	0.016106169	2
篡	185	0.05385727	54
豚	122	0.046998637	75
剌	131	0.046767361	45
鯉	111	0.036910174	13
靖	98	0.067501171	4
寐	162	0.050186615	42
燄	39	0.053499804	64
斂	144	0.04786347	26
麗	206	0.053514093	4
巔	18	0.054222041	17
剎	131	0.05352561	45
秩	59	0.040816122	32
噬	9	0.045467952	224
剋	131	0.038006921	45
凋	143	0.06892582	9
箍	185	0.057885809	54
胞	122	0.056883766	75
樽	33	0.052632069	136
罈	62	0.02709923	5
砵	58	0.043711106	38
澤	125	0.04523403	171
絀	128	0.048040824	91
篷	185	0.048873271	54
康	132	0.039037443	24
駝	108	0.045425638	25
穹	184	0.053421903	17
犀	138	0.050801362	13
懲	133	0.0473477	109
俊	124	0.04851241	134
梭	33	0.046096805	136
愉	133	0.048431391	109
彷	24	0.048419362	21
沽	125	0.054533753	171
黯	117	0.041579563	7
澹	125	0.054018647	171
茅	191	0.055065345	88
滌	125	0.047946836	171
戮	25	0.041019054	12
槌	33	0.046658912	136
紳	128	0.055485453	91
匿	159	0.039964725	9
企	124	0.052618063	134
趿	135	0.057398067	43
碴	58	0.048726431	38
忮	133	0.051040124	109
嗟	9	0.057736784	224
矇	55	0.055326753	41
膨	122	0.054437383	75
